2;50
0;0;1375350016.000000;858599936.000000
0;1;-775950016.000000;-684600000.000000
0;2;1113149952.000000;1307399936.000000
0;3;-1223699968.000000;-1456800000.000000
0;4;1111500032.000000;-546150016.000000
0;5;-931800000.000000;1219049984.000000
0;6;1171049984.000000;-1136849920.000000
0;7;942299904.000000;368249984.000000
0;8;-853049984.000000;1433700096.000000
0;9;-1175849984.000000;-669750016.000000
0;10;-315000064.000000;1378050048.000000
0;11;-799950016.000000;-407250048.000000
0;12;-1181250048.000000;1105649920.000000
0;13;29250048.000000;-1310400000.000000
0;14;-798750016.000000;440700032.000000
0;15;1478249984.000000;471299968.000000
0;16;-1347449984.000000;739800064.000000
0;17;-359250048.000000;327149952.000000
0;18;-148499968.000000;1236000000.000000
0;19;-1454550016.000000;213299968.000000
0;20;395549952.000000;-742649984.000000
0;21;-1396499968.000000;-307650048.000000
0;22;777750016.000000;-444300032.000000
0;23;-868049984.000000;1028699904.000000
0;24;767549952.000000;932250112.000000
0;25;441149952.000000;868499968.000000
0;26;-1217250048.000000;-1339350016.000000
0;27;-730350016.000000;965850112.000000
0;28;-64950016.000000;1259549952.000000
0;29;772049920.000000;-1251750016.000000
0;30;1435350016.000000;-204300032.000000
0;31;385500032.000000;-1364249984.000000
0;32;1460549888.000000;950400000.000000
0;33;-665249984.000000;-929249984.000000
0;34;-831000000.000000;-1428899968.000000
0;35;250800000.000000;514200064.000000
0;36;1304999936.000000;205049984.000000
0;37;1295099904.000000;-723449984.000000
0;38;988499968.000000;-176550016.000000
0;39;-71549952.000000;1477649920.000000
0;40;-376199936.000000;-571049984.000000
0;41;1468499968.000000;-512700032.000000
0;42;-139200000.000000;56999936.000000
0;43;315750016.000000;1064250112.000000
0;44;1043249920.000000;-240899968.000000
0;45;-1000049984.000000;579750016.000000
0;46;-409949952.000000;-241949952.000000
0;47;-1439100032.000000;-334800000.000000
0;48;493350016.000000;-1022849984.000000
0;49;1075200000.000000;1409400064.000000
1;0;1594814720.000000;763577216.000000
1;1;-957519616.000000;-634263360.000000
1;2;861518592.000000;1369141376.000000
1;3;-1163669248.000000;-1637332736.000000
1;4;1338611072.000000;-762452416.000000
1;5;-1139185920.000000;1138697984.000000
1;6;1008479744.000000;-1010023360.000000
1;7;768558144.000000;526491584.000000
1;8;-832106624.000000;1221985536.000000
1;9;-1327637504.000000;-744166336.000000
1;10;-127805824.000000;1457468928.000000
1;11;-548240896.000000;-176665728.000000
1;12;-1085501568.000000;916304320.000000
1;13;-133086912.000000;-1225874944.000000
1;14;-756370816.000000;442436672.000000
1;15;1592634880.000000;643434688.000000
1;16;-1274407424.000000;496411264.000000
1;17;-391416768.000000;358046592.000000
1;18;-259800448.000000;1038048960.000000
1;19;-1584797952.000000;-6009152.000000
1;20;190470912.000000;-925567424.000000
1;21;-1610132608.000000;-200185728.000000
1;22;636123136.000000;-236032832.000000
1;23;-838915904.000000;1088756480.000000
1;24;889373952.000000;1035178432.000000
1;25;651931392.000000;868707328.000000
1;26;-1289826048.000000;-1467109632.000000
1;27;-795383296.000000;1062065152.000000
1;28;-205566016.000000;1227460992.000000
1;29;518785600.000000;-1227385216.000000
1;30;1601186176.000000;-237633152.000000
1;31;531040832.000000;-1280424704.000000
1;32;1572861184.000000;973987200.000000
1;33;-874139264.000000;-970229504.000000
1;34;-1054845120.000000;-1301840128.000000
1;35;55907520.000000;281231104.000000
1;36;1199894272.000000;157512704.000000
1;37;1495020800.000000;-469615424.000000
1;38;1101614848.000000;-399954496.000000
1;39;86562048.000000;1731976960.000000
1;40;-415520576.000000;-686705024.000000
1;41;1251290368.000000;-413530112.000000
1;42;-309001920.000000;132790016.000000
1;43;545971456.000000;896366272.000000
1;44;1005691840.000000;-254196928.000000
1;45;-909615104.000000;479932096.000000
1;46;-576356352.000000;-466650432.000000
1;47;-1242004352.000000;-265412160.000000
1;48;688709056.000000;-1091408384.000000
1;49;923334720.000000;1473707520.000000
